fips,county,candidate,votes
28143,Tunica,Brock Pierce,1
28145,Union,Brock Pierce,3
28147,Walthall,Brock Pierce,6
28149,Warren,Brock Pierce,8
28151,Washington,Brock Pierce,10
28153,Wayne,Brock Pierce,6
28155,Webster,Brock Pierce,3
28157,Wilkinson,Brock Pierce,5
28159,Winston,Brock Pierce,3
28161,Yalobusha,Brock Pierce,2
28163,Yazoo,Brock Pierce,11
28001,Adams,Kanye West,54
28003,Alcorn,Kanye West,32
28005,Amite,Kanye West,17
28007,Attala,Kanye West,22
28009,Benton,Kanye West,6
28011,Bolivar,Kanye West,62
28013,Calhoun,Kanye West,17
28015,Carroll,Kanye West,12
28017,Chickasaw,Kanye West,37
28019,Choctaw,Kanye West,6
28021,Claiborne,Kanye West,23
28023,Clarke,Kanye West,20
28025,Clay,Kanye West,35
28027,Coahoma,Kanye West,39
28029,Copiah,Kanye West,40
28031,Covington,Kanye West,27
28033,DeSoto,Kanye West,219
28035,Forrest,Kanye West,119
28037,Franklin,Kanye West,14
28039,George,Kanye West,21
28041,Greene,Kanye West,10
28043,Grenada,Kanye West,18
28045,Hancock,Kanye West,43
28047,Harrison,Kanye West,182
28049,Hinds,Kanye West,422
28051,Holmes,Kanye West,46
28053,Humphreys,Kanye West,20
28055,Issaquena,Kanye West,1
28057,Itawamba,Kanye West,15
28059,Jackson,Kanye West,125
28061,Jasper,Kanye West,22
28065,Jefferson Davis,Kanye West,29
28063,Jefferson,Kanye West,18
28067,Jones,Kanye West,69
28069,Kemper,Kanye West,9
28071,Lafayette,Kanye West,55
28073,Lamar,Kanye West,66
28075,Lauderdale,Kanye West,67
28077,Lawrence,Kanye West,19
28079,Leake,Kanye West,23
28081,Lee,Kanye West,116
28083,Leflore,Kanye West,39
28085,Lincoln,Kanye West,31
28087,Lowndes,Kanye West,71
28089,Madison,Kanye West,140
28091,Marion,Kanye West,29
28093,Marshall,Kanye West,51
28095,Monroe,Kanye West,39
28097,Montgomery,Kanye West,11
28099,Neshoba,Kanye West,34
28101,Newton,Kanye West,28
28103,Noxubee,Kanye West,15
28105,Oktibbeha,Kanye West,61
28107,Panola,Kanye West,49
28109,Pearl River,Kanye West,42
28111,Perry,Kanye West,9
28113,Pike,Kanye West,43
28115,Pontotoc,Kanye West,30
28117,Prentiss,Kanye West,20
28119,Quitman,Kanye West,12
28121,Rankin,Kanye West,135
28123,Scott,Kanye West,24
28125,Sharkey,Kanye West,8
28127,Simpson,Kanye West,30
28129,Smith,Kanye West,13
28131,Stone,Kanye West,12
28133,Sunflower,Kanye West,37
28135,Tallahatchie,Kanye West,22
28137,Tate,Kanye West,56
28139,Tippah,Kanye West,25
28141,Tishomingo,Kanye West,15
28143,Tunica,Kanye West,27
28145,Union,Kanye West,28
28147,Walthall,Kanye West,16
28149,Warren,Kanye West,46
28151,Washington,Kanye West,71
28153,Wayne,Kanye West,37
28155,Webster,Kanye West,16
28157,Wilkinson,Kanye West,7
28159,Winston,Kanye West,26
28161,Yalobusha,Kanye West,22
28163,Yazoo,Kanye West,33
